time,open,high,low,close,Chars,EMA,EMA2,EMA3,Volume,%K,%D,Shapes,Shapes,Shapes,Histogram,MACD,Signal
2015-09-30,23.78,25.6,23.62,25.57,NaN,29.863836417209008,35.3221732427813,47.3430732902834,NaN,15,12,NaN,NaN,NaN,-0.3733761569294023,-2.731752394286712,-2.3583762373573096
2015-10-01,24.73,25.44,23.45,25.13,NaN,29.43348765200819,34.922480174436934,47.12204768540496,NaN,17,15,NaN,NaN,NaN,-0.32607553746033124,-2.765970659182724,-2.4398951217223925
2015-10-02,23.13,27.52,22.45,27.52,NaN,29.259534229098353,34.63218683426294,46.92700243480391,NaN,30,25,NaN,NaN,NaN,-0.10456673244045289,-2.5706035372729588,-2.466036804832506
2015-10-05,28.74,31.47,28.74,31.46,NaN,29.459576571907593,34.50778735056635,46.773101913064565,NaN,58,46,NaN,NaN,NaN,0.31367623837647374,-2.073941506861914,-2.3876177452383875
2015-10-06,30.54,30.93,29.33,30.28,NaN,29.534160519915993,34.3419917681912,46.6089914462679,NaN,60,55,NaN,NaN,NaN,0.5058420149529956,-1.7553152265471432,-2.261157241500139
2015-10-07,31.16,33.17,30.4,33.05,NaN,29.853782290832722,34.29132542434056,46.47407610849409,NaN,77,69,NaN,NaN,NaN,0.7971601942820561,-1.2647069986475685,-2.0618671929296246
2015-10-08,32.22,35.79,32.22,35.75,NaN,30.3898020825752,34.34852834887623,46.36736888353395,NaN,91,83,NaN,NaN,NaN,1.1290696726153293,-0.650530102160463,-1.7795997747757923
2015-10-09,35.94,36.07,34.84,35.51,NaN,30.85527462052291,34.394076256763434,46.25933536230475,NaN,95,90,NaN,NaN,NaN,1.2788244376765272,-0.18106922768013334,-1.4598936653566605
2015-10-12,36.08,36.21,34.94,36.08,NaN,31.330249655020825,34.46019091336095,46.15804844327685,NaN,97,94,NaN,NaN,NaN,1.3553353732587403,0.2342755512167649,-1.1210598220419754
2015-10-13,35,36.74,33.65,33.69,NaN,31.544772413655295,34.42998734813111,46.03398825976166,NaN,86,88,NaN,NaN,NaN,1.1899382974486548,0.36636304976884304,-0.8235752476798117
2015-10-14,33.75,34.57,31.99,32.03,NaN,31.588884012413903,34.335870197224004,45.89464509299786,NaN,74,78,NaN,NaN,NaN,0.9254631391617657,0.33325367627239544,-0.5922094628893703
2015-10-15,32.59,37.21,32.51,37.2,NaN,32.09898546583082,34.44818901301914,45.8081312114755,NaN,90,86,NaN,NaN,NaN,1.0465173092402653,0.7159371736609614,-0.3305801355793039
2015-10-16,37.02,37.15,35.66,37.15,NaN,32.55816860530075,34.5541423850576,45.721980652157335,NaN,96,92,NaN,NaN,NaN,1.0673545040012415,1.003612994422248,-0.0637415095789935
2015-10-19,36.13,37.92,36.13,37.5,NaN,33.00742600481886,34.66966621309456,45.64016989939955,NaN,98,95,NaN,NaN,NaN,1.0473796686862706,1.2454830762788447,0.19810340759257417
2015-10-20,36.99,38.16,36.77,37.34,NaN,33.40129636801715,34.774385185130065,45.55758114418165,NaN,97,95,NaN,NaN,NaN,0.9679375587790974,1.408025356066446,0.4400877972873486
2015-10-21,37.7,37.7,34.33,34.39,NaN,33.49117851637923,34.75931125630144,45.446460933791776,NaN,84,87,NaN,NaN,NaN,0.6751295923619115,1.283999787739738,0.6088701953778265
2015-10-22,35.94,37.78,35.94,37.22,NaN,33.83016228761748,34.85580885409354,45.36460560111723,NaN,93,91,NaN,NaN,NaN,0.6312648580700275,1.397951267965361,0.7666864098953334
2015-10-23,37.79,39.11,37.27,38.88,NaN,34.289238443288625,35.013620271580066,45.30008216230015,NaN,97,94,NaN,NaN,NaN,0.6696269337271035,1.6037200770542128,0.9340931433271094
2015-10-26,38.32,38.45,37.52,38.15,NaN,34.640216766626025,35.13661555504751,45.22893706615786,NaN,95,94,NaN,NaN,NaN,0.6034657457081052,1.6884253254622408,1.0849595797541356
2015-10-27,36.83,37.3,35.67,36.09,NaN,34.7720152423873,35.17400318033977,45.138002368982164,NaN,85,87,NaN,NaN,NaN,0.3890067663906609,1.5712180377424616,1.1822112713518007
2015-10-28,36.14,40.99,36.14,40.99,NaN,35.33728658398845,35.40208148699311,45.096728713569405,NaN,94,91,NaN,NaN,NaN,0.5361242136278375,1.8523665383865975,1.31624232475876
2015-10-29,40.11,40.74,38.95,39.25,NaN,35.69298780362586,35.55298025220907,45.03855230845926,NaN,90,90,NaN,NaN,NaN,0.477187397166865,1.9127265712173411,1.4355391740504762
2015-10-30,39.67,39.67,38.22,38.49,NaN,35.94726163965987,35.66815749722048,44.973392583996976,NaN,86,87,NaN,NaN,NaN,0.3536430293997792,1.8775929608002002,1.523949931400421
2015-11-02,39.18,42.62,39.18,42.38,NaN,36.53205603605443,35.9313670071334,44.94758768266367,NaN,94,91,NaN,NaN,NaN,0.4920264127895413,2.1389829473873476,1.6469565345978063
2015-11-03,42.14,43.54,41.53,42.89,NaN,37.11005094186766,36.204254575481116,44.92711417338344,NaN,97,94,NaN,NaN,NaN,0.5705016191704708,2.360083558560895,1.789581939390424
2015-11-04,43.67,43.67,41.51,42.22,NaN,37.57459176533424,36.44016616075637,44.90017771394679,NaN,95,94,NaN,NaN,NaN,0.5307086089283581,2.4529677005508717,1.9222590916225135
2015-11-05,42.33,42.78,40.91,42.56,NaN,38.0278106957584,36.68015964464828,44.87689236355926,NaN,95,94,NaN,NaN,NaN,0.4821196352795263,2.5249086357219213,2.042789000442395
2015-11-06,42.01,42.68,40.69,42.6,NaN,38.44346426887127,36.91231024681893,44.85423671815071,NaN,95,94,NaN,NaN,NaN,0.41032048914476205,2.5556896118733476,2.1453691227285856
2015-11-09,41.79,41.79,39.07,39.79,NaN,38.56587660806479,37.02516082537505,44.80384630304473,NaN,78,83,NaN,NaN,NaN,0.1449219411600291,2.326521549178622,2.181599608018593
2015-11-10,39.07,40.7,39.05,40.7,NaN,38.759887825513445,37.16927216555642,44.76301201147214,NaN,79,79,NaN,NaN,NaN,0.009163072158191454,2.1930534482163324,2.183890376058141
2015-11-11,41.13,41.13,39.58,39.68,NaN,38.843534386830406,37.26773208063264,44.71243477752714,NaN,72,74,NaN,NaN,NaN,-0.16141242901418007,1.9821248397904156,2.1435372688045957
2015-11-12,37.67,38.09,35.98,36.03,NaN,38.58775853348219,37.21919356766666,44.6260423916811,NaN,48,56,NaN,NaN,NaN,-0.5123410353510303,1.503110974615808,2.0154520099668383
2015-11-13,34.88,35.88,33.72,34.12,NaN,38.18159866680199,37.09765656501306,44.5215046564405,NaN,16,28,NaN,NaN,NaN,-0.8457047526602726,0.9583210691414976,1.8040258218017702
2015-11-16,33.24,36.64,33.24,36.6,NaN,38.03781696981999,37.07814062128706,44.44268371458537,NaN,23,24,NaN,NaN,NaN,-0.8684965845373349,0.7184050911301014,1.5869016756674363
2015-11-17,35.55,37.84,35.21,35.98,NaN,37.85074269983636,37.03507628319738,44.35847790648005,NaN,21,22,NaN,NaN,NaN,-0.8912884683538624,0.47279109022510823,1.3640795585789707
2015-11-18,35.75,39.22,35.57,39.07,NaN,37.961584272578506,37.114877213268066,44.3058562357688,NaN,44,36,NaN,NaN,NaN,-0.674090637041552,0.5214662622770305,1.1955568993185826
2015-11-19,38.85,39.47,38.52,39.26,NaN,38.07962206598046,37.19899967549285,44.25564871103478,NaN,53,47,NaN,NaN,NaN,-0.5013926070345636,0.568816140525378,1.0702087475599416
2015-11-20,40.13,40.99,40.07,40.56,NaN,38.30511096907315,37.330803609787246,44.218876087044386,NaN,65,58,NaN,NaN,NaN,-0.2936589244739277,0.7031350919675319,0.9967940164414596
2015-11-23,40.05,41.8,39.96,41.03,NaN,38.55282815370286,37.475870134893626,44.18714597672554,NaN,73,67,NaN,NaN,NaN,-0.1271546694282082,0.8378506796561993,0.9650053490844075
2015-11-24,39.38,41.94,39.08,41.6,NaN,38.82984377609351,37.63760071783897,44.16140323068847,NaN,80,75,NaN,NaN,NaN,0.011450928607308564,0.9793190098435431,0.9678680812362346
2015-11-25,41.69,43.29,41.69,43.09,NaN,39.21713070553955,37.85142029753156,44.150742502024904,NaN,92,86,NaN,NaN,NaN,0.1839904061613924,1.197856088937975,1.0138656827765826
2015-11-27,42.88,44.33,42.57,43.88,NaN,39.641027914126866,38.08783518782444,44.14804854678088,NaN,96,92,NaN,NaN,NaN,0.3236624614424275,1.4184437595796169,1.0947812981371894
2015-11-30,44.32,44.6,43.5,43.79,NaN,40.01820719466079,38.31144949418427,44.144485874673606,NaN,98,95,NaN,NaN,NaN,0.3785147768761843,1.5679247692324196,1.1894099923562353
2015-12-01,44.87,45.29,43.92,45.2,NaN,40.48927926787344,38.58158872970645,44.15498850278631,NaN,98,96,NaN,NaN,NaN,0.4721920575752254,1.779650064325267,1.3074580067500416
2015-12-02,44.17,44.81,42.39,42.63,NaN,40.68389024352131,38.74034995599248,44.13981448783321,NaN,83,87,NaN,NaN,NaN,0.33022283328122426,1.720236548351572,1.3900137150703478
2015-12-03,42.94,42.94,38.69,38.9,NaN,40.52171840320119,38.74661074203199,44.08767703024283,NaN,55,65,NaN,NaN,NaN,-0.026783928443218752,1.3565338045163244,1.3833177329595432
2015-12-04,39.44,42.21,39.44,42.21,NaN,40.67519854836472,38.88242992861897,44.068993676708075,NaN,66,65,NaN,NaN,NaN,-0.05051976901727029,1.3201680216879552,1.3706877907052255
2015-12-07,40.91,40.91,39.13,39.49,NaN,40.56745322578611,38.90625620592803,44.02343155057168,NaN,54,57,NaN,NaN,NaN,-0.24882894880823825,1.0596516046949276,1.3084805535031658
2015-12-08,37.97,38.96,37.02,38.24,NaN,40.35586656889647,38.880128511577915,43.96588496797893,NaN,42,47,NaN,NaN,NaN,-0.45178252335853086,0.7437523993050021,1.195534922663533
2015-12-09,36.97,39.08,35.57,36,NaN,39.95987869899679,38.76718229543761,43.88662243098411,NaN,25,31,NaN,NaN,NaN,-0.7091577362468224,0.30908775235500485,1.0182454886018273
2015-12-10,35.08,37.46,34.91,35.95,NaN,39.595344271815264,38.656704558361625,43.807651063511635,NaN,19,22,NaN,NaN,NaN,-0.8457743460816058,-0.03897244400017996,0.8068019020814259
2015-12-11,32.92,33.95,31.62,32.12,NaN,38.91576751983206,38.400363203131754,43.69135602805381,NaN,6,11,NaN,NaN,NaN,-1.1388432129830628,-0.6167521141474026,0.5220910988356602
2015-12-14,31.91,31.91,29.45,31.72,NaN,38.261606836210966,38.13838817555796,43.57223805762541,NaN,2,4,NaN,NaN,NaN,-1.2931199284124268,-1.0943088116798734,0.19881111673255347
2015-12-15,33.5,35.08,33.24,34.76,NaN,37.94327894200997,38.00590236475176,43.48455409685302,NaN,15,11,NaN,NaN,NaN,-1.1298369263760066,-1.2134850412374547,-0.08364811486144819
2015-12-16,35.79,38.09,34.58,37.82,NaN,37.932071765463604,37.99861207593797,43.42819037449627,NaN,35,26,NaN,NaN,NaN,-0.7722217301911359,-1.0489252776003681,-0.2767035474092322
2015-12-17,37.46,37.58,35.55,35.65,NaN,37.724610695876,37.90650964158746,43.350795445396805,NaN,30,28,NaN,NaN,NaN,-0.6435559913082399,-1.0811485365445321,-0.4375925452362922
2015-12-18,33.81,34.12,32.35,33.08,NaN,37.30237335988728,37.71723475368207,43.248598475790864,NaN,16,19,NaN,NaN,NaN,-0.6891964786613299,-1.2990881435629547,-0.6098916649016247
2015-12-21,33.76,34.52,32.9,34.5,NaN,37.04761214535207,37.591068684910226,43.16154774468847,NaN,18,18,NaN,NaN,NaN,-0.5854928851645353,-1.341757771357294,-0.7562648861927586
2015-12-22,34.21,36.04,33.47,36.04,NaN,36.956011041229154,37.53024246197257,43.09068657309953,NaN,27,24,NaN,NaN,NaN,-0.3846270524234011,-1.23704870172201,-0.8524216492986089
2015-12-23,36.65,38.23,36.48,38.21,NaN,37.07001003748105,37.55689962032659,43.04212252759606,NaN,41,35,NaN,NaN,NaN,-0.0923097582769773,-0.9678088471448305,-0.8754990888678532
2015-12-24,37.74,38.75,37.53,38.22,NaN,37.17455457952823,37.58290355678437,42.99414120891351,NaN,45,41,NaN,NaN,NaN,0.10436802334378836,-0.7450390596881178,-0.8494070830319062
2015-12-28,36.86,37.66,36.43,37.66,NaN,37.2186859813893,37.585926946714395,42.941065176984026,NaN,44,42,NaN,NaN,NaN,0.19417669283878358,-0.6066862169834266,-0.8008629098222102
2015-12-29,38.34,40.22,38.29,40.22,NaN,37.49153271035391,37.68922392919618,42.91398990159115,NaN,56,51,NaN,NaN,NaN,0.41096249754561653,-0.2871597878901895,-0.698122285435806
2015-12-30,38.59,39.3,38.48,38.62,NaN,37.59412064577628,37.725724951580645,42.87126363391363,NaN,52,51,NaN,NaN,NaN,0.42955269240048166,-0.16118141993520396,-0.5907341123356856
2015-12-31,38.17,38.42,36.62,36.71,NaN,37.5137460416148,37.68589260053827,42.809957528103546,NaN,41,44,NaN,NaN,NaN,0.30218067669499404,-0.21300826646694304,-0.5151889431619371
2016-01-04,32.45,32.45,29.57,31.04,NaN,36.92522367419527,37.425269361301474,42.69284352284878,NaN,13,22,NaN,NaN,NaN,-0.15064372013769767,-0.7034935933340591,-0.5528498731963615
2016-01-05,30.94,32.21,30.04,32.05,NaN,36.482021521995705,37.214474484387694,42.58694458232292,NaN,10,13,NaN,NaN,NaN,-0.35707221944946643,-0.9991901475081946,-0.6421179280587281
2016-01-06,28.33,30.81,28.33,30.06,NaN,35.89820138363246,36.93390685754896,42.46229836757344,NaN,3,6,NaN,NaN,NaN,-0.5888823722726295,-1.378220893399515,-0.7893385211268855
2016-01-07,26.04,27.33,25.12,25.2,NaN,34.92563762148406,36.473753647449,42.29053420471201,NaN,1,2,NaN,NaN,NaN,-1.0062638956449241,-2.0471683906830407,-1.0409044950381166
2016-01-08,25.34,25.34,22.44,22.44,NaN,33.7905796558946,35.92341036715688,42.093016451431296,NaN,0,0,NaN,NaN,NaN,-1.3817675568355638,-2.7681139410825715,-1.3863463842470076
2016-01-11,22.45,22.45,20.87,22.14,NaN,32.73143605081327,35.382884470405635,41.89447897430263,NaN,0,0,NaN,NaN,NaN,-1.5511976821534443,-3.325343486938813,-1.7741458047853687
2016-01-12,22.37,22.79,20.7,22.35,NaN,31.787669137102974,34.87179096176228,41.70000654669763,NaN,0,0,NaN,NaN,NaN,-1.5465005985152582,-3.7072715529294413,-2.160770954414183
2016-01-13,21.75,22.11,18.54,18.55,NaN,30.58424467009361,34.231720727967684,41.469658222849894,NaN,0,0,NaN,NaN,NaN,-1.6852942268138147,-4.2673887379314515,-2.5820945111176368
2016-01-14,18.55,20.9,16.97,19.91,NaN,29.613858790994193,33.67008462098856,41.25513426043348,NaN,4,2,NaN,NaN,NaN,-1.5736089903942472,-4.549105749110446,-2.9754967587161985
2016-01-15,16.28,17.37,15.05,17.21,NaN,28.486235264540177,33.02459110643999,41.01587919316548,NaN,1,0,NaN,NaN,NaN,-1.5662963206978064,-4.933367159588457,-3.3670708388906503
2016-01-19,17.85,18.46,16.23,17.01,NaN,27.44294114958198,32.39656792579529,40.77701472358174,NaN,0,0,NaN,NaN,NaN,-1.4616716303316912,-5.194160376805264,-3.732488746473573
2016-01-20,14.5,17.7,13.04,16.8,NaN,26.475401045074527,31.784937811058217,40.538437462650585,NaN,0,0,NaN,NaN,NaN,-1.2988449811369218,-5.3560449728947255,-4.057199991757804
2016-01-21,15.98,17.51,15.24,16.02,NaN,25.52491004097684,31.1667049557226,40.29447291078341,NaN,0,0,NaN,NaN,NaN,-1.1414898516514693,-5.484062306322141,-4.342572454670671
2016-01-22,17.39,19.54,17.34,19.5,NaN,24.977190946342585,30.709187114321715,40.08756273256666,NaN,9,6,NaN,NaN,NaN,-0.7213480464886981,-5.2442575127815445,-4.522909466292846
2016-01-25,18.28,18.92,17.22,17.28,NaN,24.277446314856896,30.182552325524785,39.86062180985456,NaN,6,6,NaN,NaN,NaN,-0.5206377573623779,-5.173706662995819,-4.653068905633441
2016-01-26,17.13,19.88,17.01,19.77,NaN,23.86767846805172,29.77421694021009,39.66071512517939,NaN,12,10,NaN,NaN,NaN,-0.16621662106241963,-4.860839681961465,-4.694623060899046
2016-01-27,18.8,20.22,17.99,18.18,NaN,23.350616789137927,29.319541766084203,39.446976666222376,NaN,9,9,NaN,NaN,NaN,0.005970927679508797,-4.68715940129966,-4.693130328979168
2016-01-28,18.68,19.2,17.97,18.93,NaN,22.948742535579935,28.912108755649527,39.242827644667926,NaN,11,10,NaN,NaN,NaN,0.20423136274120246,-4.437841125552666,-4.642072488293868
2016-01-29,19.18,24.11,19.18,23.79,NaN,23.02522048689085,28.711241745624054,39.0890681656165,NaN,24,19,NaN,NaN,NaN,0.6702657519197617,-3.8042402983941663,-4.474506050313928
2016-02-01,21.61,24.1,21.61,23.39,NaN,23.05838226080986,28.502565598736837,38.93285853212778,NaN,29,25,NaN,NaN,NaN,0.9424967922188054,-3.2963850600404214,-4.238881852259227
2016-02-02,21.65,21.65,20.17,20.34,NaN,22.811256600736236,28.182464987021667,38.74785496464392,NaN,22,22,NaN,NaN,NaN,0.9077198971082456,-3.1042319808739194,-4.011951877982165
2016-02-03,20.65,20.65,18.54,20.39,NaN,22.591142364305668,27.876878124785524,38.56518974111513,NaN,25,23,NaN,NaN,NaN,0.878105318699208,-2.9143202296081547,-3.792425548307363
2016-02-04,20.18,21.3,19.73,21,NaN,22.446493058459698,27.607196629695895,38.39041173374085,NaN,28,25,NaN,NaN,NaN,0.8870153376180943,-2.6836563762847447,-3.570671713902839
2016-02-05,19.71,19.71,17.6,17.6,NaN,22.00590278041791,27.214757546178408,38.183541965245915,NaN,16,18,NaN,NaN,NaN,0.661674230593797,-2.743578925660593,-3.40525315625439
2016-02-08,15.76,17.03,15.05,17.03,NaN,21.5535479821981,26.81535528946553,37.973058960616605,NaN,12,14,NaN,NaN,NaN,0.48041770840502895,-2.804731020748104,-3.285148729153133
2016-02-09,14.6,17.21,14.6,16.52,NaN,21.095952711089183,26.411615866349234,37.75959568737664,NaN,8,9,NaN,NaN,NaN,0.3390284070292702,-2.8613632203665453,-3.2003916273958155
2016-02-10,16.44,17.93,16.44,16.61,NaN,20.688138828262893,26.027238773551225,37.549151949193785,NaN,7,7,NaN,NaN,NaN,0.26755685208813595,-2.8659455622856456,-3.1335024143737815
2016-02-11,13.85,15.32,13.76,15.09,NaN,20.17921711660263,25.598327449098235,37.32567780044559,NaN,2,3,NaN,NaN,NaN,0.14029878815800734,-2.9581289291762722,-3.0984277173342796
2016-02-12,14.87,17.5,14.74,17.45,NaN,19.931106469638753,25.278785196192423,37.1279098621327,NaN,18,13,NaN,NaN,NaN,0.23203866544784635,-2.8083793855244714,-3.0404180509723178
2016-02-16,18.32,19.61,17.87,19.42,NaN,19.884642245126138,25.0490289139888,36.95171175405177,NaN,39,30,NaN,NaN,NaN,0.43081530169467097,-2.501898923853979,-2.93271422554865
2016-02-17,20.27,21.84,19.98,21.64,NaN,20.044220222841943,24.91534150559708,36.799356413215435,NaN,63,52,NaN,NaN,NaN,0.7012328058111246,-2.0561732182847443,-2.757406024095869
2016-02-18,20.85,21.8,20.85,21.14,NaN,20.14383656621995,24.76728889753445,36.64354192154165,NaN,67,61,NaN,NaN,NaN,0.8271953885911878,-1.7234117883568842,-2.550607176948072
2016-02-19,20.28,22.36,20.28,22.2,NaN,20.330760514745407,24.666610901552705,36.49982508650143,NaN,76,70,NaN,NaN,NaN,0.9536834684423825,-1.3585028413950937,-2.312186309837476
2016-02-22,23.15,24.31,23.15,24.04,NaN,20.667964104314006,24.642037925021228,36.375846727431764,NaN,91,83,NaN,NaN,NaN,1.121474345762619,-0.9103433776342023,-2.0318177233968213
2016-02-23,23.42,23.76,22.56,22.56,NaN,20.839967367558188,24.560389378941963,36.23837561571602,NaN,85,83,NaN,NaN,NaN,1.0919264305583152,-0.6669096851989273,-1.7588361157572425
2016-02-24,20.98,23.97,20.98,23.9,NaN,21.118152152325624,24.534491756238356,36.11560570909198,NaN,93,89,NaN,NaN,NaN,1.1177164245845361,-0.36169058502657236,-1.4794070096111085
2016-02-25,24.72,25.95,24.21,25.95,NaN,21.55741104756875,24.590001883444696,36.01445540352888,NaN,97,93,NaN,NaN,NaN,1.2196022334283214,0.04509578217429322,-1.1745064512540282
2016-02-26,26.27,26.83,25.81,26.25,NaN,21.984010043244318,24.655099848799807,35.91729664329476,NaN,98,96,NaN,NaN,NaN,1.249381770449872,0.38722076180831166,-0.8621610086415602
2016-02-29,25.98,27.76,25.94,25.94,NaN,22.34364549385847,24.705488090023344,35.81802005977939,NaN,96,96,NaN,NaN,NaN,1.1906290319772719,0.6261252813300295,-0.5645037506472422
2016-03-01,27.34,30.38,26.83,30.38,NaN,23.074223176234973,24.928017968845957,35.76391040744328,NaN,98,97,NaN,NaN,NaN,1.3798861127456958,1.1603538902848776,-0.21953222246081822
2016-03-02,29.57,32.01,29.11,31.99,NaN,23.884748342031795,25.20495844065592,35.72635906010553,NaN,98,97,NaN,NaN,NaN,1.530920746382183,1.6941187105169107,0.1631979641347276
2016-03-03,31.85,34.21,31.85,34.11,NaN,24.81431667457436,25.554175756708627,35.71027588537811,NaN,98,97,NaN,NaN,NaN,1.6791385360726765,2.2621211342255734,0.5829825981528969
2016-03-04,34.91,36.69,34.35,35.37,NaN,25.773924249613057,25.939110040759267,35.70689005567286,NaN,98,97,NaN,NaN,NaN,1.759110673833597,2.781870940444893,1.022760266611296
2016-03-07,34.85,37.64,34.85,37.61,NaN,26.849931136011868,26.39679199994518,35.72582647302934,NaN,98,97,NaN,NaN,NaN,1.8506474289780646,3.3360695528338766,1.485422123855812
2016-03-08,35.6,35.74,33.16,33.16,NaN,27.42357376001079,26.662015843084585,35.70029586135741,NaN,85,88,NaN,NaN,NaN,1.513475983514383,3.3772671032487906,1.8637911197344077
2016-03-09,34.91,35.21,34.13,35.2,NaN,28.13052160000981,26.996838751198915,35.695317793085195,NaN,87,87,NaN,NaN,NaN,1.3360007479536309,3.5337920546764465,2.1977913067228156
2016-03-10,36.24,36.37,31.77,33.3,NaN,28.6004741818271,27.244021545269547,35.6714837851938,NaN,82,83,NaN,NaN,NaN,1.0134369366509937,3.4645874775365577,2.451150540885564
2016-03-11,36.22,39.19,36.22,39.16,NaN,29.560431074388273,27.711314818004073,35.70619538932122,NaN,93,89,NaN,NaN,NaN,1.1097589883552872,3.838349276329673,2.7285902879743857
2016-03-14,38.32,38.57,37.15,37.77,NaN,30.30675552217116,28.105773060435286,35.72673075858171,NaN,93,91,NaN,NaN,NaN,0.9983737948159432,3.976557531494315,2.9781837366783717
2016-03-15,36.3,36.58,35.34,35.71,NaN,30.797959565610146,28.40397803845743,35.72656428337194,NaN,87,88,NaN,NaN,NaN,0.7176073892300705,3.8751929732159596,3.157585583985889
2016-03-16,35.34,38.44,35.34,38.32,NaN,31.48178142328195,28.792841644792436,35.752369613885655,NaN,92,90,NaN,NaN,NaN,0.6417872779495064,3.959819681422772,3.3180324034732656
2016-03-17,38.26,42.61,38.15,41.79,41.79,32.41889220298359,29.30253412931038,35.8124455381256,NaN,96,94,NaN,NaN,NaN,0.751818576846627,4.257805624531549,3.5059870476849224
2016-03-18,42.48,44.18,42.48,43.82,43.82,33.455356548166904,29.871846516396246,35.892122696950224,NaN,98,96,NaN,NaN,NaN,0.8789589340853663,4.60468571529163,3.725726781206264
2016-03-21,43.75,44.5,42.95,43.51,43.51,34.369415043788095,30.406676064772864,35.96792247110992,NaN,97,96,NaN,NaN,NaN,0.8588213514799277,4.799253470556174,3.940432119076246
2016-03-22,42.78,43.92,41.75,42.77,42.77,35.133104585261904,30.89151229752687,36.03560483458146,NaN,95,95,NaN,NaN,NaN,0.7180294317606375,4.837968908777043,4.1199394770164055
2016-03-23,42.37,42.37,39.23,39.23,NaN,35.50554962296537,31.218511815270915,36.06738986110304,NaN,83,86,NaN,NaN,NaN,0.32866826307376584,4.530774805858613,4.202106542784847
2016-03-24,37.31,39.74,37.31,39.67,NaN,35.884136020877605,31.549942724475976,36.10323672815674,NaN,79,80,NaN,NaN,NaN,0.0571648611119997,4.273562619174847,4.216397758062847
2016-03-28,40.91,41.2,39.34,40.64,NaN,36.31648729170691,31.906415558810252,36.148378651259655,NaN,80,79,NaN,NaN,NaN,-0.09254184744028748,4.1007204487624875,4.193262296202775
2016-03-29,40.45,44.66,40.13,44.39,NaN,37.05044299246083,32.3959678898373,36.23038483383419,NaN,92,87,NaN,NaN,NaN,0.0195631518860635,4.217716236060355,4.198153084174291
2016-03-30,45.77,46.48,45.18,45.71,45.71,37.837675447691666,32.91808679611819,36.32470936285076,NaN,96,93,NaN,NaN,NaN,0.13476841680839247,4.3666136051847815,4.231845188376389
2016-03-31,46.28,46.85,45.5,45.9,45.9,38.57061404335606,33.427181431564534,36.41998588660349,NaN,98,96,NaN,NaN,NaN,0.17345649319253287,4.448665804867055,4.275209311674522
2016-04-01,43.9,46.87,43.74,46.5,46.5,39.29146731214187,33.939840983267885,36.52028453449798,NaN,98,97,NaN,NaN,NaN,0.18792688502275645,4.510117917952968,4.322191032930212
2016-04-04,47.19,47.33,44.9,44.9,NaN,39.80133392012897,34.36965114078679,36.60366478788606,NaN,90,92,NaN,NaN,NaN,0.04563235571465185,4.379231477573526,4.3335991218588745
2016-04-05,43.69,44.21,42.81,42.86,NaN,40.07939447284452,34.70260599801084,36.66591687954889,NaN,78,82,NaN,NaN,NaN,-0.21564385221378224,4.064044306591647,4.279688158805429
2016-04-06,43.29,45.4,42.37,45.4,NaN,40.56308588440411,35.12211164514767,36.75282317925487,NaN,87,85,NaN,NaN,NaN,-0.24502254444085025,3.9734099782543666,4.218432522695217
2016-04-07,43.94,44.3,41.48,42.3,NaN,40.7209871676401,35.40359746298501,36.808018968516016,NaN,74,77,NaN,NaN,NaN,-0.48688545482508516,3.6098257041638604,4.0967111589889456
2016-04-08,44.75,45.17,43.18,43.96,NaN,41.01544287967282,35.739142660515014,36.87918295887904,NaN,77,76,NaN,NaN,NaN,-0.544368713014586,3.416250267720713,3.960618980735299
2016-04-11,45.29,46.73,44.47,44.54,NaN,41.33585716333893,36.084274320886976,36.95540999411408,NaN,81,79,NaN,NaN,NaN,-0.550955360366653,3.271924780276983,3.822880140643636
2016-04-12,45.09,48.02,44.56,47.61,NaN,41.90623378485357,36.53626356320513,37.06142581506817,NaN,93,88,NaN,NaN,NaN,-0.3651339935198359,3.366462648743841,3.731596642263677
2016-04-13,49.04,52.17,49.04,51.95,51.95,42.819303440775975,37.14072381562846,37.20957083183366,NaN,97,93,NaN,NaN,NaN,0.013424573237487358,3.7483773588105365,3.734952785573049
2016-04-14,52.66,52.74,51.7,52.45,52.45,43.69482130979634,37.7410875875646,37.36121689320845,NaN,98,96,NaN,NaN,NaN,0.2478519909731185,4.044767774289447,3.7969157833163285
2016-04-15,51.88,53.38,51.64,52.26,52.26,44.47347391799667,38.31045670177775,37.50946349128598,NaN,97,96,NaN,NaN,NaN,0.3350526313187694,4.21573157246479,3.8806789411460207
2016-04-18,51.25,54.65,51.25,54.33,54.33,45.369521743633335,38.93867408602176,37.676832013760745,NaN,98,97,NaN,NaN,NaN,0.4688674457008477,4.4667632482720805,3.997895802571233
2016-04-19,55.99,56.75,55.12,56.06,56.06,46.341383403303034,39.61009863166797,37.859749108151185,NaN,98,97,NaN,NaN,NaN,0.6021176781650492,4.750542900277544,4.148425222112495
2016-04-20,56.47,57.75,55.75,57.06,57.06,47.315803093911846,40.29440848924961,38.05079638070689,NaN,98,97,NaN,NaN,NaN,0.6800696016782339,4.9985122242102875,4.318442622532054
2016-04-21,59.95,59.95,55.68,55.7,55.7,48.078002812647135,40.89854933280845,38.22641034706802,NaN,93,94,NaN,NaN,NaN,0.5671155450113359,5.027337053796224,4.460221508784888
